generation,total_predators,total_energy,avg_speed,avg_size,avg_reproduction_threshold,total_speed,total_size,total_reproduction_threshold,avg_energy
403,172,1832.9907,2.2601826,1.0284724,0,388.7514,176.89726,0,10.656922
404,175,1800.97,2.26328,1.0280765,0,396.07397,179.91339,0,10.291257
405,172,1839.4348,2.2694461,1.0296054,0,390.34473,177.09213,0,10.694388
406,177,1826.6956,2.2799137,1.0307649,0,403.54474,182.4454,0,10.320313
407,178,1824.7291,2.2871919,1.0305672,0,407.12015,183.44096,0,10.251287
408,175,1795.8044,2.295331,1.029895,0,401.68292,180.23161,0,10.26174
409,167,1812.0793,2.3013446,1.0320482,0,384.32455,172.35205,0,10.850775
410,168,1801.3413,2.307675,1.032575,0,387.68936,173.4726,0,10.72227
411,166,1759.2238,2.3067293,1.0334835,0,382.91705,171.55826,0,10.5977335
412,165,1757.2538,2.312461,1.0335487,0,381.55603,170.53554,0,10.6500225
413,166,1787.1792,2.3131897,1.0339423,0,383.9895,171.63443,0,10.76614
414,174,1821.4901,2.3303018,1.0340558,0,405.4725,179.92572,0,10.468334
415,176,1833.1487,2.3277643,1.0342082,0,409.6865,182.02065,0,10.415618
416,177,1849.996,2.3328342,1.0340853,0,412.91168,183.0331,0,10.451955
417,178,1867.2568,2.3350906,1.0347246,0,415.64612,184.18098,0,10.490207
418,181,1880.8401,2.3340852,1.0348155,0,422.46942,187.30162,0,10.391381
419,184,1918.7577,2.3488624,1.035619,0,432.19067,190.55391,0,10.428031
420,190,1947.5642,2.3611329,1.0354255,0,448.61526,196.73085,0,10.250338
421,191,1985.6604,2.3600576,1.035544,0,450.771,197.78891,0,10.396128
422,201,2041.687,2.3715134,1.0360966,0,476.6742,208.2554,0,10.157647
423,203,2071.9617,2.3747988,1.035076,0,482.08417,210.12044,0,10.206708
424,209,2093.819,2.3885486,1.035119,0,499.20667,216.33989,0,10.018273
425,212,2076.2864,2.3967574,1.0362248,0,508.11255,219.67967,0,9.793803
426,211,2124.001,2.397369,1.0379529,0,505.84482,219.00806,0,10.066356
427,216,2137.226,2.3965976,1.0379115,0,517.6651,224.1889,0,9.894566
428,217,2117.849,2.4048526,1.0359657,0,521.853,224.80455,0,9.759673
429,219,2141.1152,2.4124908,1.0362498,0,528.3355,226.9387,0,9.776782
430,225,2188.5752,2.4293468,1.0359229,0,546.603,233.08264,0,9.727001
431,221,2211.9192,2.4319077,1.0364038,0,537.4516,229.04524,0,10.008684
432,222,2294.8457,2.4281292,1.0371988,0,539.0447,230.25812,0,10.337143
433,228,2395.9448,2.4384475,1.0389225,0,555.966,236.87434,0,10.50853
434,237,2474.7205,2.4486578,1.0381926,0,580.3319,246.05167,0,10.441858
435,245,2501.463,2.4640746,1.0391673,0,603.6983,254.59598,0,10.2100525
436,245,2569.593,2.464623,1.0396844,0,603.83264,254.72269,0,10.488134
437,251,2545.5745,2.4742632,1.0388433,0,621.04004,260.74966,0,10.141731
438,247,2616.025,2.48089,1.0383843,0,612.77985,256.48093,0,10.591194
439,250,2679.778,2.4842079,1.0386702,0,621.05194,259.66754,0,10.719112
440,254,2794.2166,2.4875975,1.0377042,0,631.84973,263.57687,0,11.000853
441,261,2859.9438,2.4943402,1.0368462,0,651.02277,270.61685,0,10.95764
442,264,2948.8706,2.4998715,1.0372696,0,659.96606,273.83917,0,11.169965
443,272,2989.7385,2.5123906,1.0379343,0,683.37024,282.3181,0,10.991686
444,279,2991.25,2.5161614,1.0387218,0,702.00903,289.80338,0,10.721326
445,284,3029.5503,2.5251052,1.0395601,0,717.1299,295.23505,0,10.667431
446,283,3033.051,2.5420463,1.0390425,0,719.3991,294.049,0,10.717495
447,287,3075.5908,2.5334785,1.0382189,0,727.10834,297.9688,0,10.716344
448,292,3071.093,2.5384636,1.0383011,0,741.2314,303.18393,0,10.517442
449,292,3098.6172,2.549258,1.0393987,0,744.38336,303.5044,0,10.611703
450,299,3134.5244,2.5653303,1.0408502,0,767.03375,311.2142,0,10.483359
451,304,3166.5298,2.5761173,1.0413147,0,783.13965,316.5597,0,10.416217
452,311,3200.1262,2.5890453,1.0397828,0,805.19305,323.37244,0,10.289795
453,316,3233.0432,2.593777,1.0394019,0,819.63354,328.451,0,10.23115
454,319,3273.859,2.592716,1.039659,0,827.0764,331.6512,0,10.26288
455,326,3278.816,2.5980484,1.0386391,0,846.9638,338.59634,0,10.057717
456,327,3278.5352,2.5980787,1.0378953,0,849.5718,339.39175,0,10.026101
457,331,3324.8645,2.5975935,1.0381263,0,859.80347,343.6198,0,10.044908
458,341,3376.3425,2.6103714,1.0387545,0,890.1366,354.21527,0,9.901298
459,344,3338.4583,2.611374,1.0389596,0,898.3126,357.40213,0,9.704821
460,340,3355.9587,2.6156068,1.0384966,0,889.30634,353.08884,0,9.870467
461,342,3341.6016,2.6121757,1.0383778,0,893.3641,355.12518,0,9.770764
462,340,3375.3823,2.610631,1.0381731,0,887.61456,352.97885,0,9.927595
463,347,3404.2761,2.6205156,1.0379931,0,909.3189,360.1836,0,9.810594
464,355,3391.2383,2.6327941,1.0388377,0,934.6419,368.78735,0,9.552784
465,352,3438.326,2.6399384,1.0393839,0,929.2583,365.86313,0,9.767971
466,357,3444.833,2.6447983,1.0400044,0,944.193,371.28156,0,9.649392
467,357,3459.989,2.6495216,1.0396163,0,945.8792,371.14304,0,9.691846
468,362,3494.4434,2.6521769,1.0400513,0,960.088,376.49857,0,9.653158
469,366,3506.5261,2.6549053,1.0389704,0,971.6954,380.26315,0,9.580672
470,371,3558.6814,2.6600747,1.038453,0,986.88776,385.26605,0,9.5921335
471,378,3593.6738,2.671648,1.0392866,0,1009.883,392.85034,0,9.507073
472,381,3695.6172,2.681178,1.0385737,0,1021.5288,395.6966,0,9.699782
473,389,3680.9514,2.6827044,1.0376276,0,1043.572,403.63715,0,9.4626
474,394,3707.5225,2.689006,1.0381414,0,1059.4684,409.0277,0,9.409955
475,400,3690.1116,2.6877942,1.0377611,0,1075.1177,415.10443,0,9.225279
476,404,3750.9734,2.6957643,1.0372255,0,1089.0887,419.0391,0,9.284588
477,413,3805.305,2.7066443,1.038119,0,1117.8441,428.74313,0,9.213814
478,413,3836.9082,2.7092693,1.0379819,0,1118.9282,428.68652,0,9.290335
479,417,3867.832,2.7116683,1.0381175,0,1130.7656,432.895,0,9.275376
480,421,3837.4883,2.7172427,1.039515,0,1143.9592,437.6358,0,9.115174
481,418,3894.0625,2.714346,1.0395362,0,1134.5966,434.52612,0,9.315939
482,424,3913.6108,2.7232594,1.0392569,0,1154.662,440.64496,0,9.230214
483,430,4011.547,2.73588,1.0377202,0,1176.4283,446.2197,0,9.32918
484,433,4102.1484,2.739735,1.0380236,0,1186.3052,449.4642,0,9.4737835
485,448,4165.016,2.7564695,1.0365306,0,1234.8983,464.3657,0,9.296911
486,451,4141.025,2.756201,1.03681,0,1243.0466,467.60135,0,9.181873
487,449,4182.0176,2.759684,1.0373384,0,1239.0981,465.76492,0,9.314071
488,446,4262.651,2.7639365,1.0358989,0,1232.7157,462.01093,0,9.557513
489,456,4377.0176,2.7757924,1.0360523,0,1265.7614,472.43988,0,9.598722
490,470,4430.8604,2.785757,1.0360848,0,1309.3058,486.95984,0,9.427362
491,477,4421.4653,2.7979603,1.0351223,0,1334.6271,493.75333,0,9.26932
492,478,4445.8438,2.8094497,1.0338221,0,1342.917,494.16693,0,9.300928
493,481,4556.785,2.8148987,1.032922,0,1353.9663,496.83548,0,9.473566
494,493,4627.649,2.8198366,1.0336056,0,1390.1794,509.56757,0,9.386712
495,501,4644.301,2.810598,1.0334316,0,1408.1095,517.74927,0,9.2700615
496,505,4704.871,2.8193514,1.0327095,0,1423.7725,521.5183,0,9.316576
497,511,4657.809,2.8267896,1.0320593,0,1444.4895,527.3823,0,9.115087
498,511,4656.276,2.8235574,1.0298085,0,1442.8378,526.2322,0,9.112086
499,515,4719.7847,2.826401,1.0289644,0,1455.5966,529.9167,0,9.164631
500,524,4843.984,2.8310227,1.0279535,0,1483.4559,538.64764,0,9.244244
501,534,4909.105,2.830385,1.0279123,0,1511.4255,548.90515,0,9.193081
502,540,4949.714,2.8253694,1.0274878,0,1525.6995,554.8434,0,9.166137
503,543,5013.588,2.8354619,1.0273472,0,1539.6558,557.84955,0,9.233127
504,553,5042.865,2.8527071,1.0254321,0,1577.547,567.06396,0,9.119105
505,557,5079.8315,2.8690286,1.025118,0,1598.049,570.9907,0,9.119985
506,560,5096.4287,2.8847473,1.0258024,0,1615.4585,574.44934,0,9.100765
507,565,5108.417,2.895007,1.0260233,0,1635.6788,579.7031,0,9.041446
508,568,5112.0874,2.892306,1.0233146,0,1642.8298,581.2427,0,9.000154
509,578,5108.1504,2.8963473,1.0221238,0,1674.0887,590.78754,0,8.83763
510,580,5085.2734,2.9106705,1.0206118,0,1688.189,591.95483,0,8.767713
511,579,5096.511,2.9108322,1.0202821,0,1685.3718,590.74335,0,8.802264
512,591,5059.444,2.920306,1.0200787,0,1725.9008,602.86646,0,8.560819
513,593,5062.218,2.9366848,1.020231,0,1741.4541,604.997,0,8.536624
514,602,5087.39,2.9473636,1.0194504,0,1774.3129,613.70917,0,8.450814
515,612,5073.0425,2.9557831,1.0199746,0,1808.9393,624.2244,0,8.289285
516,614,5136.9824,2.9674523,1.0198705,0,1822.0157,626.2005,0,8.366421
517,622,5117.7324,2.979968,1.0194591,0,1853.5402,634.1036,0,8.227865
518,622,5128.077,2.988022,1.0204533,0,1858.5498,634.722,0,8.244497
519,625,5142.9624,2.9976723,1.0201105,0,1873.5452,637.5691,0,8.22874
520,627,5143.811,3.0014825,1.0204315,0,1881.9296,639.81055,0,8.203845
521,630,5188.969,3.0096815,1.0206311,0,1896.0994,642.99756,0,8.236459
522,642,5194.045,3.0246427,1.0194538,0,1941.8207,654.4893,0,8.090413
523,651,5186.0684,3.0393782,1.0194204,0,1978.6353,663.64264,0,7.966311
524,650,5253.298,3.056893,1.0195589,0,1986.9805,662.71326,0,8.081997
525,658,5207.4634,3.066275,1.0192345,0,2017.6089,670.6563,0,7.914078
526,657,5194.929,3.0651388,1.0184438,0,2013.7963,669.11755,0,7.907046
527,651,5220.08,3.0677977,1.0185387,0,1997.1364,663.0687,0,8.018557
528,658,5212.0107,3.076642,1.018034,0,2024.4304,669.8664,0,7.920989
529,659,5234.2324,3.0805652,1.0177115,0,2030.0924,670.6719,0,7.9426894
530,664,5251.9395,3.089197,1.0189781,0,2051.2268,676.60144,0,7.9095473
531,665,5284.2295,3.0865898,1.019492,0,2052.5823,677.9622,0,7.94621
532,671,5252.5186,3.0971339,1.0189118,0,2078.1768,683.6898,0,7.8278966
533,670,5201.8667,3.0966578,1.0208014,0,2074.7607,683.93695,0,7.76398
534,667,5098.2534,3.0979915,1.0206628,0,2066.3604,680.7821,0,7.6435585
535,654,5124.422,3.0969393,1.0203853,0,2025.3983,667.332,0,7.8355074
536,651,5084.1855,3.0978076,1.0212463,0,2016.6727,664.83136,0,7.8098087
537,656,5146.6675,3.1076207,1.0199633,0,2038.5991,669.0959,0,7.8455296
538,653,5247.5493,3.1099935,1.0201094,0,2030.8258,666.1315,0,8.036063
539,664,5182.2153,3.1258159,1.021025,0,2075.5417,677.9606,0,7.804541
540,654,5168.098,3.1195288,1.0219096,0,2040.1718,668.32886,0,7.902291
541,658,5102.5415,3.1313615,1.0211548,0,2060.4358,671.91986,0,7.7546225
542,656,5079.6387,3.1292586,1.0215089,0,2052.7937,670.10986,0,7.7433515
543,662,5081.1313,3.1249933,1.020681,0,2068.7456,675.69086,0,7.675425
544,658,5067.707,3.1267877,1.0210152,0,2057.4263,671.82794,0,7.7016826
545,658,5020.3457,3.1310546,1.0205039,0,2060.234,671.4915,0,7.629705
546,658,5005.211,3.1358361,1.0205525,0,2063.3801,671.52356,0,7.6067038
547,655,5016.529,3.1483846,1.0204998,0,2062.192,668.42737,0,7.6588225
548,664,4954.767,3.1613853,1.0201828,0,2099.16,677.4014,0,7.4619985
549,664,4943.105,3.1610467,1.0198447,0,2098.935,677.1768,0,7.444435
550,662,4937.674,3.1649015,1.020174,0,2095.1648,675.3552,0,7.4587216
551,666,4884.575,3.1604323,1.019627,0,2104.848,679.07153,0,7.334197
552,665,4852.58,3.1645129,1.0194,0,2104.4011,677.901,0,7.297113
553,664,4796.584,3.1652384,1.0198684,0,2101.7183,677.19257,0,7.223771
554,654,4812.5405,3.1680717,1.018811,0,2071.919,666.30237,0,7.3586245
555,656,4738.244,3.1685574,1.017857,0,2078.5737,667.7142,0,7.2229333
556,655,4675.4736,3.1708813,1.018246,0,2076.9272,666.9512,0,7.138128
557,650,4566.654,3.1745913,1.0178419,0,2063.4844,661.5972,0,7.0256214
558,641,4517.805,3.1742623,1.016623,0,2034.7021,651.65533,0,7.048058
559,635,4487.102,3.1772962,1.0157983,0,2017.583,645.0319,0,7.0663023
560,639,4374.814,3.1905441,1.0153484,0,2038.7577,648.8076,0,6.8463445
561,627,4363.737,3.1728122,1.0153184,0,1989.3533,636.6046,0,6.9597077
562,621,4247.6406,3.1775212,1.015192,0,1973.2407,630.43427,0,6.840001
563,618,4199.187,3.1683726,1.0150101,0,1958.0543,627.27625,0,6.7948008
564,612,4185.99,3.172242,1.0148495,0,1941.412,621.08795,0,6.8398533
565,609,4191.8667,3.1822975,1.0143301,0,1938.0192,617.72705,0,6.8831964
566,601,4209.3667,3.1855838,1.0148706,0,1914.5359,609.93726,0,7.0039377
567,596,4235.8184,3.1852345,1.0144246,0,1898.3998,604.59705,0,7.1070776
568,592,4206.4443,3.182747,1.0139859,0,1884.1862,600.27966,0,7.10548
569,587,4292.0776,3.199059,1.011422,0,1877.8477,593.7047,0,7.311887
570,590,4340.559,3.2044086,1.0114801,0,1890.6011,596.77325,0,7.3568797
571,590,4344.373,3.1957152,1.0109514,0,1885.4719,596.4613,0,7.363344
572,591,4395.8135,3.194777,1.0108358,0,1888.1133,597.40393,0,7.437925
573,591,4443.386,3.1856792,1.0104082,0,1882.7365,597.15125,0,7.51842
574,588,4502.0757,3.1856601,1.009563,0,1873.1681,593.62305,0,7.6565914
575,592,4660.679,3.168483,1.0089797,0,1875.742,597.316,0,7.872769
576,593,4804.7925,3.1736448,1.0096312,0,1881.9713,598.7113,0,8.102517
577,603,4975.6123,3.2018058,1.0095339,0,1930.689,608.7489,0,8.25143
578,612,5021.3506,3.2072685,1.00985,0,1962.8483,618.0282,0,8.204822
579,619,5032.903,3.2165935,1.0096256,0,1991.0714,624.95825,0,8.130699
580,623,4981.7485,3.2123373,1.0080696,0,2001.2861,628.0274,0,7.996386
581,621,4994.447,3.2071855,1.0075767,0,1991.6622,625.70514,0,8.042587
582,620,5063.666,3.210614,1.0076647,0,1990.5807,624.75214,0,8.167203
583,627,5091.841,3.2050993,1.00847,0,2009.5973,632.3107,0,8.120958
584,634,5128.281,3.2356658,1.0094272,0,2051.412,639.9768,0,8.088771
585,634,5109.6743,3.2410908,1.0104994,0,2054.8516,640.6566,0,8.059423
586,625,5090.3027,3.2443209,1.011624,0,2027.7006,632.265,0,8.1444845
587,622,5099.1753,3.2549486,1.011906,0,2024.578,629.4056,0,8.198031
588,626,5196.53,3.2625527,1.0126961,0,2042.358,633.9478,0,8.301166
589,638,5205.1475,3.285095,1.0138483,0,2095.8906,646.8352,0,8.158538
590,642,5214.9175,3.3009167,1.0148829,0,2119.1885,651.5548,0,8.122925
591,629,5209.9956,3.306719,1.0150867,0,2079.9263,638.4895,0,8.282982
592,627,5131.0854,3.3191793,1.0151694,0,2081.1255,636.51117,0,8.183549
593,634,5149.0957,3.3439467,1.015111,0,2120.0623,643.5804,0,8.121602
594,635,5152.233,3.365758,1.0149046,0,2137.2563,644.4644,0,8.113752
595,645,5156.8115,3.3984299,1.015702,0,2191.9873,655.1278,0,7.9950566
596,650,5150.7036,3.4131277,1.0148252,0,2218.533,659.6364,0,7.9241595
597,654,5091.8916,3.422635,1.0147271,0,2238.4033,663.63153,0,7.785767
598,661,5045.1157,3.429882,1.0136266,0,2267.152,670.00714,0,7.6325502
599,663,4943.459,3.4388525,1.0127286,0,2279.9592,671.439,0,7.4561977
600,657,4849.208,3.4458075,1.0138129,0,2263.8955,666.0751,0,7.380834
601,659,4716.315,3.4600332,1.0145063,0,2280.1619,668.5597,0,7.1567755
602,654,4597.4043,3.4602637,1.0149705,0,2263.0125,663.7907,0,7.0296702
603,653,4477.4307,3.4737985,1.0153081,0,2268.3904,662.9962,0,6.8567085
604,650,4388.393,3.4865017,1.0142918,0,2266.226,659.2896,0,6.751374
605,645,4307.7715,3.4863157,1.0140884,0,2248.6736,654.08704,0,6.6787157
606,639,4197.5996,3.488521,1.0151213,0,2229.165,648.66254,0,6.5690136
607,620,4106.1914,3.464645,1.0155554,0,2148.0798,629.64435,0,6.6228895
608,611,4017.1316,3.4621959,1.0154026,0,2115.4016,620.41095,0,6.5746837
609,601,3979.9316,3.4729557,1.014297,0,2087.2463,609.5925,0,6.6221824
610,598,3926.076,3.4834433,1.013761,0,2083.099,606.2291,0,6.5653443
611,597,3883.4377,3.5014644,1.0131236,0,2090.3743,604.8348,0,6.504921
612,591,3885.2021,3.5230203,1.0122993,0,2082.105,598.2689,0,6.573946
613,592,3906.3022,3.5373287,1.0116936,0,2094.0986,598.9226,0,6.5984836
614,584,3875.6853,3.5598361,1.0110552,0,2078.9443,590.45624,0,6.6364474
615,569,3905.6462,3.5586317,1.0106146,0,2024.8615,575.03973,0,6.8640532
616,570,3925.5415,3.5668917,1.0095294,0,2033.1283,575.43176,0,6.8869147
617,571,3912.4634,3.5889287,1.0112165,0,2049.2783,577.40466,0,6.8519497
618,557,3948.806,3.586505,1.0093228,0,1997.6832,562.1928,0,7.089418
619,546,3925.7617,3.600217,1.0084883,0,1965.7185,550.6346,0,7.1900396
620,541,3976.177,3.6117778,1.006226,0,1953.9718,544.3682,0,7.3496804
621,544,3966.481,3.61408,1.0039955,0,1966.0594,546.1736,0,7.291325
622,545,3966.6667,3.6113665,1.0043178,0,1968.1947,547.3532,0,7.2782874
623,545,3951.8398,3.6334825,1.0028479,0,1980.2479,546.5521,0,7.2510824
624,541,3958.5642,3.6484497,1.0007974,0,1973.8113,541.4314,0,7.3171244
625,546,3913.3281,3.6924748,0.99904644,0,2016.0913,545.4794,0,7.167268
626,542,3899.3918,3.705702,0.99917567,0,2008.4905,541.5532,0,7.19445
627,546,3912.4963,3.7070444,0.99788946,0,2024.0463,544.84766,0,7.1657443
628,543,3830.732,3.716129,0.99703836,0,2017.858,541.39185,0,7.0547547
629,535,3815.5242,3.7177734,0.9960573,0,1989.0088,532.8906,0,7.1318207
630,539,3779.7874,3.7363086,0.99342394,0,2013.8704,535.4555,0,7.0125923
631,537,3754.2458,3.7413898,0.9920003,0,2009.1263,532.70416,0,6.991147
632,538,3778.6484,3.7602882,0.992164,0,2023.035,533.78424,0,7.02351
633,535,3746.928,3.7721026,0.98945826,0,2018.0748,529.36017,0,7.003604
634,536,3715.5876,3.7934844,0.98884267,0,2033.3076,530.01965,0,6.9320664
635,535,3713.414,3.7829022,0.9882815,0,2023.8527,528.7306,0,6.940961
636,531,3708.5212,3.7957814,0.98833805,0,2015.5599,524.8075,0,6.9840326
637,525,3637.4749,3.7791855,0.98784643,0,1984.0724,518.6194,0,6.9285235
638,514,3641.908,3.7852755,0.98414797,0,1945.6316,505.85205,0,7.085424
639,522,3579.9727,3.8145366,0.98163486,0,1991.1881,512.4134,0,6.8581853
640,516,3488.7024,3.810466,0.98196375,0,1966.2004,506.6933,0,6.761051
641,509,3547.0244,3.7950077,0.9820976,0,1931.6589,499.8877,0,6.9686136
642,510,3539.0664,3.8177874,0.98111546,0,1947.0715,500.3689,0,6.939346
643,504,3528.0994,3.8415074,0.98074526,0,1936.1198,494.29562,0,7.000197
644,503,3481.5613,3.861945,0.98052394,0,1942.5583,493.20355,0,6.921593
645,497,3534.8594,3.8568103,0.981223,0,1916.8347,487.66782,0,7.112393
646,499,3544.336,3.865546,0.9811148,0,1928.9075,489.5763,0,7.1028776
647,496,3539.6248,3.8834224,0.9801145,0,1926.1775,486.1368,0,7.13634
648,495,3560.7266,3.8875523,0.97939384,0,1924.3384,484.79996,0,7.193387
649,496,3558.0798,3.9194882,0.9778298,0,1944.0662,485.0036,0,7.173548
650,494,3611.8982,3.912603,0.9786455,0,1932.8258,483.45087,0,7.311535
651,494,3643.428,3.925452,0.9763752,0,1939.1733,482.32935,0,7.3753605
652,490,3697.2673,3.9296646,0.97672564,0,1925.5356,478.59555,0,7.5454435
653,486,3738.6594,3.925579,0.9759958,0,1907.8314,474.33395,0,7.6927147
654,487,3845.676,3.9354794,0.9754036,0,1916.5785,475.02155,0,7.8966656
655,490,3901.4675,3.9578114,0.9761668,0,1939.3275,478.32172,0,7.9621787
656,494,3937.198,3.9703417,0.976386,0,1961.3488,482.3347,0,7.9700365
657,508,3987.401,3.993782,0.97817713,0,2028.8413,496.91397,0,7.8492146
658,512,4073.6326,4.013039,0.97782636,0,2054.676,500.6471,0,7.9563136
659,521,4184.078,4.0332413,0.9778326,0,2101.3186,509.4508,0,8.03086
660,530,4233.1235,4.0540705,0.9766339,0,2148.6575,517.61597,0,7.9870257
661,531,4269.892,4.046757,0.9775419,0,2148.8281,519.07477,0,8.041228
662,538,4311.995,4.071949,0.9767441,0,2190.7085,525.48834,0,8.014861
663,545,4326.7607,4.067127,0.97674876,0,2216.5842,532.32806,0,7.9390106
664,549,4307.071,4.0828657,0.97588134,0,2241.4934,535.75885,0,7.845302
665,556,4372.634,4.095194,0.975846,0,2276.9277,542.5704,0,7.864449
666,563,4350.3804,4.1058345,0.9747773,0,2311.5847,548.7996,0,7.727141
667,559,4344.317,4.0841274,0.97495943,0,2283.0273,545.0023,0,7.7715864
668,564,4382.608,4.1027155,0.9740685,0,2313.9316,549.37463,0,7.7705812
669,568,4377.737,4.106539,0.97338074,0,2332.514,552.88025,0,7.707283
670,569,4364.452,4.1074224,0.97417325,0,2337.1233,554.30457,0,7.6703906
671,576,4351.3013,4.111082,0.9732395,0,2367.9832,560.58594,0,7.5543423
672,575,4285.1567,4.123479,0.97220045,0,2371.0002,559.01526,0,7.4524465
673,573,4271.994,4.119555,0.97080207,0,2360.5051,556.2696,0,7.4554873
674,576,4241.8584,4.1344666,0.96930695,0,2381.453,558.3208,0,7.3643374
675,572,4302.729,4.1468697,0.96858597,0,2372.0095,554.0312,0,7.5222535
676,578,4342.084,4.156757,0.9679875,0,2402.6055,559.49677,0,7.512256
677,583,4344.3647,4.168038,0.9672016,0,2429.966,563.87854,0,7.4517407
678,583,4370.3096,4.187773,0.9650925,0,2441.472,562.6489,0,7.496243
679,585,4422.8643,4.196167,0.9642558,0,2454.7576,564.08966,0,7.5604515
680,584,4428.5586,4.2085614,0.9626612,0,2457.7998,562.19415,0,7.5831485
681,589,4451.8657,4.2175,0.96177953,0,2484.1077,566.48816,0,7.558346
682,593,4409.9766,4.230484,0.9624252,0,2508.677,570.71814,0,7.4367228
683,594,4366.9053,4.239507,0.96117467,0,2518.2673,570.93774,0,7.351692
684,600,4352.594,4.254066,0.96094257,0,2552.4395,576.56555,0,7.254324
685,597,4374.776,4.251699,0.9621345,0,2538.2644,574.3943,0,7.327933
686,603,4396.0566,4.2781425,0.96117324,0,2579.72,579.58746,0,7.2903094
687,601,4393.3374,4.299828,0.96080637,0,2584.1968,577.44464,0,7.3100457
688,595,4387.3813,4.296232,0.9611688,0,2556.258,571.89545,0,7.37375
689,603,4472.558,4.3132114,0.96009964,0,2600.8665,578.94006,0,7.4171777
690,610,4511.613,4.337013,0.959236,0,2645.578,585.134,0,7.3960867
691,614,4526.475,4.3529515,0.9576589,0,2672.7122,588.00256,0,7.3721094
692,608,4668.726,4.376527,0.95827395,0,2660.9282,582.63055,0,7.678826
693,612,4710.9604,4.4038653,0.95729566,0,2695.1655,585.8649,0,7.6976476
694,621,4730.89,4.451143,0.9575961,0,2764.1597,594.6672,0,7.6181808
695,629,4764.8926,4.4758515,0.9576223,0,2815.3105,602.3444,0,7.575346
696,627,4696.505,4.491727,0.9573893,0,2816.3127,600.2831,0,7.4904385
697,624,4695.649,4.5027165,0.9578012,0,2809.695,597.66797,0,7.5250783
698,629,4680.5947,4.5233192,0.9579347,0,2845.1677,602.5409,0,7.441327
699,633,4617.889,4.566964,0.95720917,0,2890.8884,605.9134,0,7.2952437
700,634,4537.2803,4.5579143,0.9578153,0,2889.7175,607.2549,0,7.1565933
701,636,4516.4663,4.5577865,0.9579454,0,2898.7522,609.2533,0,7.101362
702,631,4541.194,4.575506,0.9566279,0,2887.1443,603.6322,0,7.1968207
703,630,4502.3555,4.559634,0.9559052,0,2872.5696,602.2203,0,7.146596
704,629,4502.94,4.5691557,0.9556492,0,2873.999,601.10333,0,7.158887
705,633,4500.047,4.5786996,0.95565075,0,2898.317,604.92694,0,7.109079
706,626,4498.2593,4.557589,0.9550487,0,2853.0508,597.8605,0,7.1857176
707,627,4491.6406,4.5610037,0.9547539,0,2859.7493,598.6307,0,7.163701
708,623,4478.9146,4.5721135,0.953627,0,2848.4268,594.1096,0,7.189269
709,625,4432.2734,4.5814447,0.95301855,0,2863.4028,595.6366,0,7.0916376
710,623,4471.044,4.5979548,0.9527422,0,2864.526,593.5584,0,7.1766357
711,624,4479.413,4.613312,0.9521449,0,2878.7065,594.1384,0,7.1785464
712,628,4462.6084,4.6284685,0.9529515,0,2906.6782,598.45355,0,7.1060643
713,615,4496.911,4.6316667,0.9522052,0,2848.4749,585.6062,0,7.312051
714,614,4575.492,4.6601033,0.9516719,0,2861.3035,584.32654,0,7.4519415
715,617,4600.4746,4.6669426,0.95155025,0,2879.5037,587.1065,0,7.4561987
716,615,4623.0684,4.6604376,0.9520113,0,2866.1692,585.48694,0,7.5171843
717,617,4623.7583,4.6524706,0.95324224,0,2870.5742,588.15045,0,7.4939356
718,612,4604.271,4.6765537,0.9538201,0,2862.0508,583.7379,0,7.523319
719,612,4661.9194,4.670194,0.955752,0,2858.159,584.9202,0,7.6175156
720,615,4687.6,4.689133,0.9556086,0,2883.817,587.6993,0,7.622114
721,616,4769.9004,4.7243967,0.9551758,0,2910.2285,588.3883,0,7.743345
722,624,4885.7104,4.733345,0.9553659,0,2953.6072,596.1483,0,7.829664
723,634,4938.3965,4.7644396,0.9555378,0,3020.6548,605.811,0,7.789269
724,638,5004.4214,4.785502,0.95413697,0,3053.1504,608.7394,0,7.8439207
725,640,5006.394,4.805003,0.95397776,0,3075.2021,610.5458,0,7.8224907
726,640,5054.5977,4.828831,0.95395297,0,3090.452,610.5299,0,7.897809
727,643,5065.576,4.8296804,0.95379096,0,3105.4846,613.2876,0,7.8780346
728,652,5073.541,4.8393664,0.9541096,0,3155.2668,622.07947,0,7.7815046
729,653,5115.0674,4.868319,0.9528632,0,3179.0122,622.21967,0,7.8331814
730,656,5093.3193,4.881009,0.9526167,0,3201.942,624.91656,0,7.7642064
731,663,5060.044,4.876434,0.9536625,0,3233.0757,632.27826,0,7.632042
732,655,5021.6704,4.862647,0.95317525,0,3185.034,624.3298,0,7.666672
733,658,5079.8936,4.8713183,0.9515129,0,3205.3274,626.09546,0,7.720203
734,664,5129.1084,4.8648467,0.95077443,0,3230.258,631.3142,0,7.7245607
735,667,5164.161,4.860179,0.9508831,0,3241.7395,634.239,0,7.7423706
736,675,5115.4355,4.868023,0.9501542,0,3285.9155,641.35406,0,7.578423
737,686,5042.9507,4.875721,0.949423,0,3344.7446,651.3042,0,7.35124
738,681,5067.4995,4.86551,0.94887775,0,3313.4124,646.1857,0,7.4412622
739,684,5025.5605,4.862468,0.9495821,0,3325.928,649.51416,0,7.3473105
740,676,5038.594,4.823521,0.9481334,0,3260.7002,640.9382,0,7.4535418
