generation,total_organisms,total_energy,avg_speed,avg_size,avg_reproduction_threshold,total_speed,total_size,total_reproduction_threshold,avg_energy
287,76411,251347.22,0.19446547,1.6925837,4.7233405,14859.301,129332.01,360915.2,3.2894115
288,76271,251428.94,0.1924327,1.6932759,4.7303534,14677.034,129147.85,360788.78,3.2965207
289,76195,251160.17,0.19141887,1.6934445,4.7369285,14585.161,129032,360930.25,3.2962816
290,75878,251267.66,0.19051506,1.6937492,4.7441154,14455.901,128518.305,359973.97,3.311469
291,75795,251221.14,0.18909755,1.6947486,4.751402,14332.649,128453.47,360132.5,3.3144817
292,75571,250502.81,0.18728647,1.6958983,4.7580557,14153.426,128160.73,359571.03,3.3148007
293,75298,250259.11,0.18492378,1.6969455,4.764626,13924.391,127776.6,358766.8,3.3235824
294,75077,250038.73,0.18302953,1.6976959,4.7711954,13741.309,127457.914,358207.03,3.3304305
295,74877,250209.55,0.18150683,1.6976923,4.7773504,13590.687,127118.1,357713.66,3.3416076
296,74815,249695.97,0.1803494,1.6976726,4.7825413,13492.84,127011.375,357805.8,3.337512
297,74525,249301.28,0.17935738,1.6981254,4.790009,13366.608,126552.8,356975.44,3.3452034
298,74216,248969.66,0.17765215,1.6990238,4.7951393,13184.632,126094.75,355876.06,3.354663
299,73971,249016.16,0.17598334,1.6991048,4.8011527,13017.664,125684.48,355146.06,3.3664024
300,73904,248623.86,0.17418534,1.6995096,4.805957,12872.993,125600.555,355179.44,3.3641462
301,73606,248566.17,0.17338213,1.699651,4.812169,12761.965,125104.51,354204.5,3.3769825
302,73401,248583.72,0.1721869,1.7002764,4.8184323,12638.69,124801.984,353677.75,3.386653
303,73288,248615.53,0.17086928,1.7004801,4.8235893,12522.667,124624.79,353511.22,3.392309
304,73211,248417.4,0.16934982,1.7014427,4.8288584,12398.27,124564.32,353525.56,3.3931706
305,73071,248414.33,0.16778174,1.7021579,4.834864,12259.9795,124378.375,353288.34,3.3996296
306,73018,248171.13,0.16703095,1.7019442,4.8413453,12196.266,124272.56,353505.34,3.3987665
307,72820,248295.73,0.16571519,1.7024568,4.8464026,12067.38,123972.91,352915.03,3.409719
308,72739,247563.4,0.16465895,1.7030058,4.852517,11977.127,123874.94,352967.25,3.403448
309,72394,247258.27,0.16379648,1.7034199,4.86064,11857.883,123317.38,351881.2,3.4154525
310,72139,246916.23,0.16262272,1.7036504,4.8670993,11731.44,122899.63,351107.7,3.4227843
311,71848,246759.39,0.1619909,1.7040752,4.87423,11638.722,122434.4,350203.7,3.4344642
312,71662,246203.78,0.16091463,1.7046374,4.880721,11531.464,122157.73,349762.22,3.4356253
313,71371,246069.03,0.15958087,1.7057413,4.887413,11389.446,121740.46,348819.56,3.4477453
314,71132,245276.69,0.1577651,1.7069246,4.8953567,11222.147,121416.96,348216.5,3.4481905
315,70843,245269.78,0.15518437,1.7083913,4.9030285,10993.727,121027.56,347345.25,3.4621596
316,70790,244761.83,0.15330888,1.7089726,4.909615,10852.735,120978.17,347551.66,3.4575763
317,70606,244340.13,0.15172713,1.7091566,4.916162,10712.846,120676.71,347110.53,3.4606142
318,70462,243309.19,0.1503631,1.7100552,4.923356,10594.885,120493.914,346909.5,3.4530554
319,70029,243308.55,0.14903694,1.7108485,4.931972,10436.908,119809.01,345381.06,3.474397
320,69841,242764.39,0.14773478,1.7113837,4.9397693,10317.944,119524.75,344998.44,3.475958
321,69661,242259.33,0.14629157,1.7125925,4.946005,10190.817,119300.91,344543.66,3.4776895
322,69357,241605.6,0.14489871,1.7133576,4.9529095,10049.74,118833.34,343518.94,3.483507
323,69016,241471.81,0.1443879,1.7134696,4.961461,9965.075,118256.82,342420.2,3.4987803
324,68840,240589.61,0.1426817,1.7141409,4.9681134,9822.208,118001.46,342004.94,3.49491
325,68532,240386.38,0.14079563,1.714878,4.974892,9649.006,117524.016,340939.3,3.5076516
326,68274,239923.25,0.13962518,1.7156875,4.9828496,9532.77,117136.85,340199.06,3.5141232
327,68069,239540.4,0.13850646,1.7160853,4.989074,9427.996,116812.21,339601.28,3.5190823
328,67853,238895.83,0.13802323,1.716583,4.995571,9365.29,116475.305,338964.5,3.520785
329,67612,238564,0.1370712,1.7161574,5.001768,9267.658,116032.836,338179.53,3.528427
330,67439,238174.42,0.13619283,1.7158653,5.0093412,9184.708,115716.234,337824.97,3.5317016
331,67224,237901.2,0.13563648,1.7155099,5.016455,9118.026,115323.44,337226.2,3.5389326
332,67071,237423.45,0.13473655,1.7154369,5.023636,9036.915,115056.07,336940.28,3.5398824
333,66780,237000.16,0.1340517,1.7155699,5.0309978,8951.973,114565.76,335970.03,3.548969
334,66615,236507.23,0.13302864,1.7149026,5.036136,8861.703,114238.24,335482.22,3.55036
335,66404,235985.25,0.13214782,1.7146595,5.042843,8775.144,113860.25,334864.94,3.5537806
336,66065,235704.55,0.1320483,1.7136899,5.050148,8723.7705,113214.92,333638.03,3.5677674
337,65897,235348.03,0.13199958,1.7135057,5.0565352,8698.376,112914.89,333210.5,3.5714529
338,65721,235151.81,0.13172606,1.71326,5.061955,8657.168,112597.164,332676.75,3.5780315
339,65666,234872.56,0.13081914,1.7128794,5.0677733,8590.37,112477.94,332780.4,3.5767758
340,65477,234576,0.12940137,1.7126863,5.073567,8472.813,112141.56,332201.94,3.582571
341,65319,-inf,0.12928608,1.7120032,5.080297,8444.838,111826.336,331839.9,-inf
342,65083,234139.58,0.12863591,1.7115743,5.0870256,8372.011,111394.39,331078.88,3.5975535
343,64953,233602.39,0.12734026,1.7113316,5.09325,8271.132,111156.125,330821.84,3.5964835
344,64787,233354.66,0.12597272,1.7115184,5.0991716,8161.394,110884.14,330360.03,3.6018746
345,64528,233116.39,0.12563846,1.7110864,5.1059284,8107.198,110412.984,329475.34,3.6126394
346,64369,233144.9,0.1250017,1.7104995,5.1114807,8046.2344,110103.14,329020.9,3.622006
347,64283,232944.98,0.12333381,1.7104957,5.117018,7928.2676,109955.8,328937.28,3.6237416
348,64194,232492.66,0.12203536,1.7106272,5.122073,7833.938,109812,328806.38,3.6217194
349,63952,231879.88,0.12115274,1.7095228,5.128084,7747.9604,109327.41,327951.25,3.6258423
